,id,description,mpn,total_stock,batch_average,time_average,last_batch,risk,rop_estimate
306,5n8s2rsapahb0ak2d0k9yhnej6,TRANSFORMERS AUDIO & SIGNAL,ATB322524-0110-T000,1640,-123.5,257.0,69,Low,3334.0
307,786dfyga6chr4b749xe4de5qt0,"Kinetis K82: 150MHz Cortex-M4F Secure MCU, 256KB Flash, 256KB SRAM, Full-Speed USB, 100-LQFP",MK82FN256VLL15,161,-60.8,33.5,189,Low,60.0
308,bsz73899jrh5cav1zh67vzftdv,PCIe Gen4 support ultra-low power clock generator with four programmable outputs & EEPROM 24-VQFN -40 to 85,CDCI6214RGET,507,-125.0,0.0,175,Low - not enough data,-7.0
309,7x0e79qsx6kygbemzb4jcqdsfg,"4.5-V to 17-V, 12-A synchronous buck converter with voltage scaling 24-HTSSOP -40 to 85",TPS56C20PWPR,455,-25.0,0.0,59,Low - not enough data,-7.0
310,5nvyvqdk76hjy9azde8vka1b0m,Ceramic capacitor SMD 1206 100 µF 6.3 V 20 % Murata GRM31CR60J107ME39L 2000 pc(s),GRM31CR60J107ME39L,1277,-400.0,0.0,59,Low - not enough data,-7.0
311,7ad76v07c0k8gab0fxbgcn58fx,"H-Probe Blank PCB, 15mm",,174,-63.0,0.0,111,Low - not enough data,-7.0
312,bvdz69gaxghyx9aqqagjggdmz5,Development Boards & Kits - ARM STM32F4 w/ Hardware Crypto Target for CW308 (TESTED),,1,-4.378571428571428,46.888888888888886,23,Medium,16.0
313,a6945kdr1yj9kat99bz6y0p4y8,Development Boards & Kits - ARM STM32F4 w/ Hardware Crypto Target for CW308 (TESTED)  ....AUTO,,0,-1.0,0.0,153,Low - not enough data,-160.0
314,82f4qaxbxejq4axgxe2tmvm17k,"RA Plug, Cable 150mm, Teflon Coaxial Cable O.D. 1.13mm, UMC LP Series",415-0086-150,44,-21.944444444444443,28.038095238095238,31,Low,49.076190476190476
315,7aghavj8cmgvnbqy72scrz80v1,Anti-Static Control Products BOX W/FOAM 2.9 X.63,57002,14,-15.3125,38.785714285714285,31,High,0.0
316,bvfej71vycg80a7yw978fmhz6e,"USB Cable: A-Micro B, w/Ferrite, 3 foot",(5457)/(39910)/(39909),147,-34.82870813397129,6.76979797979798,2,Medium,20.07919191919192
317,a879wev16yg5c9p5bnq61gmmmm,4MM/CCW,,0,-7.936538461538461,20.148809523809522,18,High - overdue for batch,-5.0
318,82fw0fazjek5saddhsxvv3n3gn,PCA: ChipSHOUTER,,8,-1.0,0.0,324,Low - not enough data,-7.0
319,9e3mqatkqjh0manq9xvagp0044,"P36-015-005-C 1.5X5 , 301 SS METRIC",91610A106,248,-21.433333333333334,57.666666666666664,31,Low,627.3333333333333
320,5wzvq8ywjgh0mbeycwbz1dp57k,Front-Panel Label,,57,-1.0,0.0,322,Low - not enough data,-7.0
321,5y5kw9fneehx0aw41s5fqphbhb,PSU,,31,-1.5,45.0,279,Low,893.0
322,7dv4evmzvmj1aapx5meh3jvn48,Trans IGBT Chip N-CH 600V 30A 250000mW Automotive 3-Pin(2+Tab) DPAK T/R,IKD15N60RATMA1,2,-100.0,0.0,69,Low - not enough data,-76.0
323,aax7560a1chcnbsmb25x6vchm7,CWHUSKY 7A35 UNITS (TESTED GOOD),,1,-2.222222222222222,102.5,142,High - overdue for batch,-46.0
324,5x2r058gy4hkhab5cct4xy53m8,"Connector Header, GH Series, 8 Position, 1.25mm, 30-26 AWG, 50V, Surface Mount, Right Angle, Solder, Locking Ramp",SM08B-GHS-TB(LF)(SN),0,-10.0,0.0,283,Low - not enough data,-290.0
325,c03b9akvx4jgnb4ptqat8hg7ef,Heatsink 29X18MM Diagonal Plastic Push Pin | Wakefield 960-29-18-D-AB-0,960-29-18-D-AB-0,20,-2.625,33.0,60,Low,224.0
326,8qzg097j8ghrwaehqrkgyqksbm,CHIPSHOVER (BLACK PCB),,5,-10.0,0.0,283,Low - not enough data,-290.0
327,9pt0hyvaqyhheabt1ft3kfdd68,UFO TARGET EFR32MG21A TESTED(SOCKET),,5,-1.15,122.0,23,Low,481.0
328,acdty1k64ck3eapkrk4zyh7qc3,BGA socket for OT chip 0.5mm 9x9 BGA pattern,718-SW08105-508-B1,4,-3.916666666666666,32.8,76,Medium,25.799999999999997
329,9r8qra05xejgj9bqyzmecyyzj5,"Murata GRM 47¦ÌF ¡À20% X5Rµç½éÖÊ 6.3 V Ö±Á÷ SMD ¶à²ãÌÕ´ÉµçÈÝÆ÷, Íâ¿Ç³ß´ç0805",GRM21BR60J476ME15L,300,-64.0,0.0,130,Low - not enough data,-7.0
330,66w32ayjxrgsq8886v11v16rap,1MM/CCW COIL,,42,-41.75,63.333333333333336,151,Low,56.333333333333336
331,7jm2eza8crksxa5g02s5bdb1cd,"18-8 Stainless Steel Hex Nut, 2-56 Thread Size",91841A003,135,-28.793650793650798,13.305555555555557,53,Low,46.22222222222223
332,c99xag7e3wkzw8qat6g49mencs,979 Series 9 Position Zinc Nickel Plating Top Entry D-Sub Backshell Kit,979-009-030R121,21,-12.0,5.0,312,High - overdue for batch,-2.0
333,90x7pp5eb0kyraa3pvv8fjyhzd,"18-8 Stainless Steel Socket Head Screw, 2-56 Thread Size, 7/16"" Long",92196A082,244,-18.444444444444446,19.733333333333334,53,Low,249.53333333333336
334,9xce3jzbjmhts8cdn683s7yn17,SONATA  QUICK REFERENCE GUIDE,,118,-29.0,0.0,25,Low - not enough data,-7.0
335,695fetpy6aghx97k9ewwabpq86,TVS Diode Array WE-TVS 6-Ch+VDD 5V MSOP8,82401646,136,-16.0,0.0,39,Low - not enough data,-7.0
336,a7m0551aptj3q8as5dvgdqphgz,Conn Shrouded Header (4 Sides) HDR 40 POS 1.27mm Solder ST Top Entry SMD Tube,SHF-120-01-L-D-SM,35,-15.0,0.0,55,Low - not enough data,-7.0
337,6d3hv04n3rgm984g8qbxrmw8z9,UFO TARGET K82F TESTED,,41,-1.0,0.0,14,Low - not enough data,-7.0
338,6k8gqssc00jnvaa0yk6zvsm88t,MCU 32-Bit SAM4L ARM Cortex M4 RISC 128KB Flash 1.8V/3.3V 48-Pin TQFP T/R - Tape and Reel,ATSAM4LC2AA-AUR,1,-39.5,104.0,194,High - overdue for batch,-97.0
339,7tzmgwzqfjkmq9ek0mfpj93pb4,Interface Development Tools CANoodler CAN to 3.3V Interface,,46,-5.777777777777778,110.0,104,Low,763.0
340,93fswg3z1yhed9d52acb4hda9h,PCB for CW308T-EFR32MG21-02,,0,-47.0,37.666666666666664,192,High - overdue for batch,-161.0
341,7wkbv2ye96jez96z6tka0ste1e,HEATSINK 35MM x 35MM x 10MM R-TAB CP,ATS-CPX035035010-175-C2-R0,6,-18.666666666666668,224.0,53,Low,164.0
342,6h9br2qkc6hqg9s6zp4ya1nkx2,Cap Ceramic 0.1uF 50V X7R 10% SMD 0603 125°C Cardboard T/R,CL10B104KB8NFNC,11587,-236.09661835748793,41.090909090909086,6,Low,2006.4545454545453
343,7w4syj01rwgg5bszcs26x4b8jq,"Bidir Volt Lvl Translator, -40To85Deg C Rohs Compliant: Yes",PI4ULS5V201TAEX,406,-37.333333333333336,3.5,4,Medium,28.0
344,adjfw1y2cahgybtr98x0tmvpe2,Advanced Breakout  UNTESTED,,0,-149.0,0.0,152,Low - not enough data,-159.0
345,6vjpx24kx2h0z9c4qj4bpyp6mw,1MM/CCW,,6,-8.982142857142856,21.238095238095237,31,High - overdue for batch,-16.0
346,968xj30w6ahp8acy6vg9ez78qe,Hammond MAROON CASE (TEMPORARY) replacement,,58,-42.0,0.0,61,Low - not enough data,-7.0
347,ae944y9ywtj6cbjd98tkser92n,"General Purpose Inductor, 2.2uH, 20%, 1 Element, Composite-Core, SMD, 4439",XAL1060-222MEC,0,-50.0,0.0,59,Low - not enough data,-66.0
348,7zz5ratk5jher87cjg17ygbkrm,Contact SKT 16 Size Press Fit ST Thru-Hole Bulk,0273-0-15-15-16-27-10-0,450,-284.25,118.5,87,Low,111.5
349,6q6mc09egcjg79q5p9t35x0m1n,"RF/COAXIAL ADAPTER, SMA PLUG-SMB PLUG; Connector Type:Inter Series Coaxial; Body",72976,15,-8.93939393939394,24.171428571428567,31,Medium,17.171428571428567
350,741ywgqfagj3c8300sa3af50dh,"USB, USPlug Type",,4,-1.0,0.0,325,Low - not enough data,-7.0
351,96fhtayzp2kycb5adgd1am5qpw,Test Point; Black; Thru-Hole; Snap-Fit; SilverPlate; 0.063in. Dia.; 0.445In.,5011,200,-25.866666666666664,24.116666666666667,4,Low,161.81666666666666
352,ahpkxw6rg4j9tbsmbjcvb0fcax,"SMA Filter - Low-Pass, 20 MHz",,1,-13.0,0.0,25,Low - not enough data,-32.0
353,82frktmrkmhgjasmcqthkxk0gr,Cable lug; Circular; M3 Stud; Crimp; 14-18 AWG; Non-Insulated; Copper,3240076,61,-24.266666666666666,57.666666666666664,31,Low,108.33333333333333
354,cf7m9j5494kv7ay50wp81wa1bd,19V/3.4A POWER ADAPTER MODIFIED,,12,-11.82857142857143,20.77777777777778,125,High,13.777777777777779
355,8353fne5h2kv8a3a6kze30vz3q,Res Thick Film 1.6 x 0.8 mm 68K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0768KL,3757,-81.0,52.0,194,Low,2385.0
356,chn2pqndtjhhh9addq0rx0p8dy,19V/3.4A POWER ADAPTER,,130,-19.704761904761906,41.333333333333336,31,Low,241.0
357,9ce3abwws0htsa7wbajmm9rgy3,Res Thick Film 1.6 x 0.8 mm 27 Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0727RL,3616,-144.0,0.0,180,Low - not enough data,-7.0
358,751r92pjj4jkxaqf8vbdyk283j,Switch Tactile N.O. SPST Round Button J-Bend 0.05A 32VDC 1VA 3.9N SMD Automotive T/R,KSC741JLFS,138,-25.75,25.53333333333333,31,Low,120.66666666666666
359,7dddaf7mzghkb8ad1akhxqvknr,Backshell Kit 90° E Shell Size Nickel Over Copper Zinc Alloy Die Cast,981-009-130R121,0,-19.5,5.0,312,High - overdue for batch,-314.0
360,8c8akmedmcjedby3tare5n28w1,PhyWhisperer-USB Belly (Bottom) Label - needs date code update when reprint(!),,58,-42.0,0.0,61,Low - not enough data,-7.0
361,bkxtn9dzz6hw7a66taenfkrtz7,Daughter Cards & OEM Boards Aurix TriCore TC233LP Target for CW308,,48,-2.0,0.0,165,Low - not enough data,-7.0
362,9ch49tdxfwhxwb96gg90hv5qdb,INJECTION TIP LABEL 4MM/CCW (RED),,71,-25.0,0.0,151,Low - not enough data,-7.0
363,85fjyfc3x2j9x8cenq8t4be8qe,Oscilloscope Probe CP-2100; Probe Type Passive 100MHz 1x; 10x 300; 600V,CP-2100,0,-60.0,0.0,355,Low - not enough data,-362.0
364,crffhsbckajvc9dg4wndtjf8bt,LAN8720A Series 3.6 V Small Footprint RMII 10/100 Ethernet Transceiver - VQFN-24,LAN8720AI-CP-TR,296,-469.0,0.0,325,Low - not enough data,-332.0
365,as7pg5dsyjj7b8h6b75fyzb36t,Sleeve cover of CWHUSKY kit,,199,-36.54017857142857,22.066666666666666,10,Low,103.33333333333333
366,7h9h6eps4rgqy904wbg5y3chcc,"SMD Chip Resistor, 110 Ohm, ± 1%, 125 mW, 0805 [2012 Metric], Thick Film, Precision",ERJ-6ENF1100V,968,-32.0,0.0,39,Low - not enough data,-7.0
367,bp9rgtg1d0jpfav11xcwpryxyy,"Artix 7A35 FPGA Target - 500 mOhm, No VCC",,0,-1.0,173.0,91,Low,75.0
368,9jgdc3wfcgjr1bk5nw3ss53nsh,ChipWhisperer-Lite Assembly (XMEGA),,64,-32.0,42.0,52,Low,77.0
369,at20fvdyrjh28985e9eh1fkfce,Side Channel & Glitching Starter Pack Level 2,,4,-3.0,0.0,3,Low - not enough data,-7.0
370,880tnx77sjk05awbpse6j20mr7,Res Thick Film 1206 0.5 Ohm 1% 1/2W ±100ppm/°C Molded SMD SMD Paper T/R,CSR1206FKR500,86,-3.75,216.0,91,Low,4745.0
371,7k4q7rvb1tgs5a85ww99dyvkvw,"Ic, Lm2903pwr, Dual Differential Comparators/Linear<Az",LM2903PWR,238,-54.0,9.333333333333334,102,Low,30.333333333333336
372,7kttn9edeyhxs8sy670gjgsmck,XC7A35T SLEEVE COVER,,19,-6.25,9.666666666666666,61,Medium,22.0
373,ct8pvmb38pgkcb33k6vq7b5wac,SLEEVE COVER CW305 ARTIX FPGA XC7A100T,,121,-19.333333333333336,15.100000000000001,41,Low,83.60000000000001
374,bzcxybz2k8jncbggvdgsv9vvam,CWHUSKY TOP LABEL,,138,-102.64583333333333,35.714285714285715,37,Low,28.714285714285715
375,9jp63r7z0ek1yam46esg6fgjc7,"18-8 Stainless Steel Socket Head Screw, 4-40 Thread Size, 3/4"" Long",92196A113,118,-18.88888888888889,135.0,53,Low,803.0
376,c2364h6kpmjba9db6b1zhvnx8s,MCU 32-bit SAM4S ARM Cortex M4 RISC 1024KB Flash 1.8V/2.5V/3.3V 64-Pin QFN EP,ATSAM4S16BA-MUR,1,-750.0,0.0,324,Low - not enough data,-331.0
377,9kx8a81rkyg3gaa6y506wb2bbc,SHF - Samtec 1.27mm Shrouded Terminal / Header Strip,SHF-120-01-L-D-SM-K-TR,5,-4.0,0.0,279,Low - not enough data,-7.0
378,axe8w2b5j0hcyaryzwqmbx7kgv,Post Shunt; 2; 3; 1000; Phosphor Bronze; Gold over Nickel; Open Top; Black,881545-2,225,-150.0,1.0,89,High - overdue for batch,-6.0
379,94npzbvdwmg4q8n76sb0a90xt7,LED Uni-Color Super Red 645nm Automotive 2-Pin SMD T/R,LSA676-P2S1-1-Z,3713,-2.0,0.0,322,Low - not enough data,-7.0
380,d25bmt092gg0m83ygmqdg6af8x,XMEGA LiteTarget (UNTESTED),,28,-26.23611111111111,61.0,62,Low,54.0
381,c75w20cs62hk29mv9shhed41ad,Conn USB 2.0 Type C RCP 24 POS 0.3mm/0.5mm Solder RA SMD 24 Terminal 1 Port T/R,USB4105-GF-A,678,-3.0,24.0,213,Low,5417.0
382,9nz7wrcbsjgnn91ddnrhgea5ta,Chipshouter test equipment interface kit,,32,-15.523809523809524,41.22222222222222,31,Low,75.44444444444444
383,ayq1pvenhyj84a3rh8rn3v9ndr,CW340 KIT (INNER LABEL),,34,-9.666666666666666,112.0,53,Low,329.0
384,9p9z1tdr66g628cd6xxkqywdtb,SPI boards,,18,-14.0,0.0,324,Low - not enough data,-7.0
385,az4q6qcyvtkg38g01cf4c4yq7v,Res Thick Film 1.6 x 0.8 mm 30K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0730KL,4500,-500.0,0.0,327,Low - not enough data,-7.0
386,7wvd3x9c4gj4kab65b81vnv257,GTL2003 Series I2C 8-Bit Bidirectional Low Voltage Translator - TSSOP - 20,"GTL2003PW,118",4,-6.0,0.0,322,Low - not enough data,-329.0
387,9b0jyr9r4whvf89shxdaxkzj85,AC Power Cords AC Power Cord - US - Three Wire - C5,AC30MNA,12,-11.875,63.888888888888886,31,Low,56.888888888888886
388,dbsqsanc8pjgvae9r0yywfmexe,#4-40 Thread Stainless Steel Hex Nut,7248-3,19,-50.0,0.0,207,Low - not enough data,-214.0
389,c9e9mtj8rrjyham9crq5zckn24,Digital Isolator CMOS 3-CH 150Mbps Automotive Medical 16-Pin SOIC W Tube,SI8631BB-B-IS,0,-1.0,0.0,179,Low - not enough data,-186.0
390,9q8mw58mwygvw8bvfz8fn13s3k,CHIPSHOUTER LABEL TOP ENCLOSURE,,92,-17.333333333333332,68.22222222222223,31,Low,334.11111111111114
391,7xbfhq1tc8gz0a9npya4mstz7n,"Multilayer Ceramic Capacitor, 2400 pF, 50 V, ± 5%, C0G (NP0), 0603 [1608 Metric]",GRM1885C1H242JA01D,950,-50.0,0.0,59,Low - not enough data,-7.0
392,9b1m37t8cthmt8xdhkqha97vd2,Heat Sinks HEATSINK 23X23MM DIAGONAL PLASTIC PUSH PIN,960-23-23-D-AB-0,0,-6.4222222222222225,14.25,164,High - overdue for batch,-156.0
393,9t78pkcymagmtb1qs85vddev9p,20-Pin to CW312 Target board support,,0,-22.428787878787876,11.076479076479075,10,High - overdue for batch,-6.0
394,b4rkhhknwjjys96bw7gzsa8mr8,PULL TAB LOOP 20POS SOCKET CONN,5088450-5,83,-7.0,0.0,283,Low - not enough data,-7.0
395,84skx4mw14h5q950ecpv20n8rw,"Power inductor, shielded, 20% tol, SMT, RoHS",MLC1565-732MLB,0,-18.0,0.0,59,Low - not enough data,-66.0
396,9cgv04nqwghmta2k7rbyfyb3jn,PCB UFO Target ESP32 PCB,,0,-32.0,0.0,101,Low - not enough data,-108.0
397,9ventzqkt6kbtax169bhd40f3g,Inductor Power Shielded Wirewound 4.7uH 20% 100KHz Ferrite 3A 40.3mOhm DCR 2424 T/R,NR6028T4R7M,692,-4.0,0.0,324,Low - not enough data,-7.0
398,9dqwbn0jwthnsb986ym3029t3x,Single-Bit Dual-Supply Bus Transceiver with Configurable Voltage Translation and 3-State Outputs 6-SOT-23 -40 to 85,SN74LVC1T45DBVT,28,-37.333333333333336,3.5,4,High - overdue for batch,-7.0
399,a3q58d97faj0tbbk7yvp5h4ct1,"18-8 Stainless Steel Low-Profile Socket Head Screws with Hex Drive, M3 x 0.5 mm Thread, 20 mm Long",92855A319,140,-14.0,49.0,60,Low,483.0
400,89wrtymtarg6ta239ws48hk15k,Board Mount EMI Enclosures RF Absorber CRS Tin SMD,BMI-S-202-C,110,-13.948148148148148,21.37037037037037,41,Low,142.59259259259258
401,drx8c2nffmhhh935be2zx0mw6r,CBL 9COND 22AWG SHLD 5M MPPE,30-01518,0,-1.0,0.0,312,Low - not enough data,-319.0
402,a6qct6x6v4kmpaadrbzdyk5eav,ChipWhisperer-Lite Assembly ARM Target (UNTESTED),,126,-62.55555555555555,25.166666666666668,95,Low,43.333333333333336
403,8g7mychjcyg2ybw6zhekamypd9,"UFO Target, MPC5748G UNTESTED",,6,-1.0,0.0,139,Low - not enough data,-7.0
404,aarj4rpaktj3gb0s2znd12sj07,Electromechanical Relay 24VDC 2.504KOhm 1A SPST-NO (10.6x8.4x4.5)mm SMD Signal Relay,G6L-1F-DC24,220,-3.0,0.0,324,Low - not enough data,-7.0
405,8meh0yz08cgbj98nfkkfefcncp,"Connector Housing, GH Series, 8 Position, 1.25mm, Free Hanging, Crimp, Latch Lock, Natural",GHR-08V-S,5,-20.0,0.0,283,Low - not enough data,-290.0
406,ac3mbgdth2kmk9c3et59415am4,RC Series 0603 0.1 W 1 kOhms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,RC0603FR-071KL,2362,-351.8,31.0,69,Low,179.0
407,8q1heprc28h4tabaej79fh2gsv,N-Channel 850 V 50 A 105 mOhm SMT X-Class HiPerFET Power Mosfet - TO-268,IXFT50N85XHV,155,-2.0,0.0,324,Low - not enough data,-7.0
408,9qjbc7rbngh46acy8fbkwmyp13,Driver Power Cable,,37,-16.5,113.0,208,Low,219.0
409,8yg26h8274hjram9k2sb2vg6hk,"Metal Film Resistor 51 OHM, 250mW",CF14JT51R0,1720,-250.0,0.0,91,Low - not enough data,-7.0
410,cyxhw1wfb4g4k8mn084njj4xrw,FERRITE THICKER (4MM/CCW & 4MM/CW),,1470,-200.0,0.0,341,Low - not enough data,-7.0
411,ah2h11bg8mhj79wf5e29m1x00f,Green 3 mm 60° Tinted Diffused 12.6 mcd 2.1 V LED Through Hole,LTL-4231N,50,-8.0,0.0,324,Low - not enough data,-7.0
412,d0w8966tbcgj080rv4h29058sk,"USB Type-A to Micro Type-B 2.0 Cable - 5-Pin, 28/28AWG, Black, 1.5ft",5137,145,-36.44444444444444,131.5,68,Low,387.5
413,9yh4wypv4phas8fxjhmxhb89wm,"Power inductor, shielded, 20% tol, SMT, RoHS, halogen f",XAL7070-122MEC,30,-12.0,0.0,54,Low - not enough data,-7.0
414,a00vqnzbjmg92amkypgta68qv8,Capacitor: ceramic; MLCC; 22uF; 10V; X5R; ±20%; SMD; 0805,LMK212BBJ226MG-T,424,-75.0,0.0,59,Low - not enough data,-7.0
415,94mfbfk2k0h77928emdkg2n8t3,10V 47uF X5R 卤20% 1210 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,C3225X5R1A476M250AC,754,-236.0,0.0,58,Low - not enough data,-7.0
416,ak8een6kvrjm996nbg3g2q5cgd,"Artix 7A35 FPGA Target - 250 mOhm, No VCC",,0,-1.916666666666666,257.0,91,Low,159.0
417,8vm186t958gkxbzf357q3my11x,UFO Target board (TESTED),,0,-3.083333333333333,229.0,91,Low,131.0
418,a6ztnm9smrkye8kfk0mdgyq4xb,"100 5"" Red Female Jumpers",920-0183-01,229,-23.05,18.2,2,Low,156.79999999999998
419,d9x0hd66njjek9pms70en3jcpg,Res Thick Film 1.6 x 0.8 mm 1.5K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-071K5L,4794,-111.44444444444444,119.0,59,Low,5110.0
420,az6cmfmc9pgjzagpfx6ecyxfat,"Mainstream ARM Cortex-M0 Access line MCU with 128 Kbytes Flash, 48 MHz CPU and CEC functions",STM32F071RBT6,0,-100.0,0.0,102,Low - not enough data,-109.0
421,b1yga3r6dakmaak1anypvb5xtq,1-Bit Bus Transceiver Translation SOT23,SN74LVC1T45DBVR,5310,-60.0,0.0,12,Low - not enough data,-7.0
422,a08zasw2cmhcn9y3qa0vbf0ffj,LABEL  for NPCB-CW308T-CW312T,,108,-45.5,73.0,227,Low,139.0
423,b906v6yf4mk8593krq7x1pnxdr,"Post Shunt, Novo, 2 Position, 2.54mm, Red, Pin Header",2-881545-2,892,-280.5654401154401,7.20087912087912,2,Medium,14.60263736263736
424,99csxq4694jqzatxebe370477m,20'' SMA male to male cable,,698,-72.40994949494949,4.647142857142857,2,Low,34.82428571428571
425,ab2scpve24gspb0v9n6vrrgcn7,ChipWhisperer-Lite Assembly Capture Board ONLY (UNTESTED),,196,-42.88,19.75,7,Low,72.0
426,a1kg9scqrwgj8a3tsjynzqpv5m,Development Boards & Kits - ARM SAM4L Target for UFO (TESTED),,53,-5.416666666666667,44.333333333333336,170,Low,392.0
427,dg22jnvnsekn4bw90jpgpspss0,"Artix-7 FPGA, 170 User I/Os, 0 GTP, 256-Ball BGA, Speed Grade 1, Commercial Grade, FTG256, RoHS",XC7A100T-1FTG256C,150,-50.0,0.0,175,Low - not enough data,-7.0
428,dp70f4npk4gmz9ah49d5ggjsjw,lowRISC sticker for SONATA,,11,-37.0,23.0,108,High - overdue for batch,-92.0
429,a6wt1868y6hndb0hqvemvfz3hg,ADAPTOR BNC PLUG TO SMB MALE;,ADP-SMBM-BNCM,12,-9.643939393939393,17.521428571428572,31,High,10.521428571428572
430,e6q3gd7v2ckme9d8cm0mhttxsa,"Battery Holders, Contacts and Clips JACK",575-4,4,-20.0,0.0,12,Low - not enough data,-19.0
431,e8dc9kgnkcjrk97h0rmezww28x,PROBE SET with Power Supply KIT SLEEVE COVER,,9,-13.875,26.666666666666668,61,High - overdue for batch,-41.0
432,ab8bg7pfackhx991bzkf447r34,Advanced Breakout Board,,0,-31.98333333333333,71.66666666666667,10,Low,54.0
433,e92s134pb8h1maz05hptexkc74,Super Speed USB Controller USB 1.2/USB 2.0 5V/9V/12V/15V/18V T/R 24-Pin QFN EP,STUSB4500QTR,380,-5.0,0.0,326,Low - not enough data,-7.0
434,e9p3r1b1d2hwtak366m9c5ec16,Internal Mount Screw Nickel Plated No. 2 x 0.19 in.,1551ATS100,213,-108.9861111111111,79.0,87,Low,72.0
435,ecvfpq3k02kjv89vkap99t44f7,LCD for CW1200 Front Panel,,210,-12.5,117.0,207,Low,1865.0
436,enrahhm5tyk2f8nx2x0v3s0aqy,iCE40 (small FPGA) target,,904,-96.1,17.48333333333333,20,Low,150.34999999999997
437,ew45h9ph9yjsyacs409yya37a2,Plug-In Adapter Single-OUT 19V 3.42A 90W,ADP-65JH HBAN,40,-19.86111111111111,52.644444444444446,31,Low,98.28888888888889
438,ab6s8r354cj7t987p653n84kcd,glue with low temperature,7518A56,12,-6.5,0.0,31,Low - not enough data,-7.0
439,8brk0bbr3mhwd8r01khavd4xwv,Artix Target XC7A35,,6,-1.18,55.833333333333336,14,Low,272.1666666666667
440,9k5329ktapgxdaddj0f0z54nhn,LDO Regulator Pos 0.8V to 5V 0.3A 5-Pin TSOT T/R,ADP123AUJZ-R7,36,-18.666666666666668,224.0,54,Low,217.0
441,ac3jtd51p4k649kq9k0y60q2et,IC RF AMP CATV 1MHZ-1GHZ SOT89,PHA-13LN+,71,-20.0,0.0,54,Low - not enough data,-7.0
442,bbatnewxgjh9q9vyhdnv2dmzss,"E-Stop Pushbutton, 1NC, illuminated LED red, Solder/plug-in, Black Ind. ring | EAO 84-5221.2B20",84-5221.2B20,0,-5.0,0.0,208,Low - not enough data,-215.0
443,8fa3g6jnk0gr8b5vj11s9w2aj6,MCU 32-Bit STM32 ARM Cortex M4 RISC 64KB Flash 2.5V/3.3V 32-Pin LQFP Tray,STM32F303K8T6,8,-51.0,0.0,181,Low - not enough data,-188.0
444,af8pqh2gj6hk08ze338j2ww62d,ChipSHOUTER-Simple EMFI Target PCA TESTED,,15,-11.222222222222221,27.50952380952381,31,Medium,20.50952380952381
445,9k6a1806jrk68a0fk9xzxz4628,1MM/CW COIL,,34,-50.0,190.0,151,Low,32.0
446,dy2p7a8z4yhst8h0kp6659tefg,Thrml Mgmt Access Thermal Pad Black 13W/m.K 4X10e6Ohm.cm Automotive,EYG-T3535A20A,146,-27.277777777777775,120.16666666666667,31,Low,593.8333333333334
447,bkrpgs3caekmn988d011ra11md,"SMA Straight Plug to BNC Plug, 24"" (610mm), RG316 Cable, BNC 50 Ohm Series",415-0028-024,28,-14.070238095238096,7.316083916083916,2,High,0.316083916083916
448,bcb8wyanmjgjnbabj8tsvm77fr,"SMA to BNC Adapter....( aliexpress).CONN ADAPT SMA PLUG TO BNC JACK (SMA M to BNC F"".)",29-3855,270,-55.010909090909095,10.888333333333332,2,Low,36.55333333333333
449,afvvn836r8gmg8k3yvt3q615jn,"300-mA, capacitor-free, low-IQ, low-dropout voltage regulator with enable 5-SOT-23 -40 to 125",TLV733285PDBVT,475,-1.0,0.0,325,Low - not enough data,-7.0
450,fhhyw5q466jqj9cw7f6pwr32rs,CW340 bd. Rev 04,,2,-2.0,0.0,324,Low - not enough data,-7.0
451,fqx604jf60g5majjj3x7fhcm7j,Test Point; Yellow; Thru-Hole; Snap-Fit; SilverPlate; 0.063in. Dia.; 0.35In.,5009,61,-52.5,0.0,12,Low - not enough data,-7.0
452,b0p3c1tgb0hvwbw2qn2sbvycg6,Res Thick Film 0603 2.4K Ohm 1% 0.1W(1/10W) ±100ppm/C Pad SMD Automotive T/R,CRCW06032K40FKEA,2482,-304.0,0.0,87,Low - not enough data,-7.0
453,anm9j21pfwk8vb7sed46warfk7,"APT1608QBC/D Blue LED, 465 nm 1608 (0603) Clear, Rectangle Lens SMD package",APT1608QBC/D,2113,-10.0,0.0,283,Low - not enough data,-7.0
454,e3g7d5qjbyhmk9dxre8efpywcz,"connector, rf coaxial, sma in-series adapter, straight plug to jack, 50 ohm",132171,15,-12.392857142857144,33.888888888888886,31,Medium,26.888888888888886
455,fvart7evpejpdb09athfhqd6r9,INJECTION TIP LABEL 1MM/CW (BLACK),,67,-25.0,0.0,151,Low - not enough data,-7.0
456,bythr5y672gv29zgtv5f3pxxcp,Hook-up Wire 400R0111-20-9 Price Per Foot,400R0111-20-9,12,-10.0,150.0,31,Low,143.0
457,bxb0f26fq0g7saqah8cswsg7dd,SLEEVE COVER CW305 ARTIX FPGA SOCKET,,23,-3.0,0.0,93,Low - not enough data,-7.0
